id,name,state_id,state_code,country_id,country_code,latitude,longitude
44461,Mélisey,4825,BFC,75,FR,47.75229,6.58014
43996,Mellecey,4825,BFC,75,FR,46.81084,4.72822
44010,Mercurey,4825,BFC,75,FR,46.84035,4.71743
44021,Mervans,4825,BFC,75,FR,46.79923,5.1843
44037,Messigny-et-Vantoux,4825,BFC,75,FR,47.40666,5.01715
44050,Meursault,4825,BFC,75,FR,46.97822,4.76952
44487,Méziré,4825,BFC,75,FR,47.53336,6.92072
44068,Migennes,4825,BFC,75,FR,47.96548,3.51787
44093,Mirebeau-sur-Bèze,4825,BFC,75,FR,47.39828,5.32093
44103,Miserey-Salines,4825,BFC,75,FR,47.28638,5.97387
44114,Moirans-en-Montagne,4825,BFC,75,FR,46.43381,5.72643
44336,Monéteau,4825,BFC,75,FR,47.84923,3.58178
44163,Mont-sous-Vaudrey,4825,BFC,75,FR,46.97874,5.60295
44190,Montbard,4825,BFC,75,FR,47.62294,4.337
44204,Montbéliard,4825,BFC,75,FR,47.50957,6.79823
44206,Montceau-les-Mines,4825,BFC,75,FR,46.66667,4.36667
44207,Montcenis,4825,BFC,75,FR,46.78785,4.38738
44208,Montchanin,4825,BFC,75,FR,46.74964,4.4707
44220,Montenois,4825,BFC,75,FR,47.49222,6.66561
44230,Montfaucon,4825,BFC,75,FR,47.23562,6.08162
44236,Montferrand-le-Château,4825,BFC,75,FR,47.17536,5.91534
44270,Montlebon,4825,BFC,75,FR,47.03778,6.61111
44289,Montmorot,4825,BFC,75,FR,46.67541,5.52283
44302,Montpont-en-Bresse,4825,BFC,75,FR,46.5563,5.16459
44314,Montreux-Château,4825,BFC,75,FR,47.61003,6.99923
44344,Morbier,4825,BFC,75,FR,46.53693,6.01532
44351,Morez,4825,BFC,75,FR,46.5254,6.02589
44364,Morre,4825,BFC,75,FR,47.22595,6.07512
44374,Morteau,4825,BFC,75,FR,47.05784,6.60716
44376,Morvillars,4825,BFC,75,FR,47.54854,6.9345
44383,Mouchard,4825,BFC,75,FR,46.97259,5.79626
44395,Moulins-Engilbert,4825,BFC,75,FR,46.98821,3.81084
44500,Nancray,4825,BFC,75,FR,47.24536,6.18283
44523,Navenne,4825,BFC,75,FR,47.60873,6.16176
44550,Neuilly-lès-Dijon,4825,BFC,75,FR,47.27943,5.10645
44577,Neuvy-Sautour,4825,BFC,75,FR,48.0419,3.79472
44580,Neuvy-sur-Loire,4825,BFC,75,FR,47.52323,2.88333
44583,Nevers,4825,BFC,75,FR,46.98956,3.159
44622,Noidans-lès-Vesoul,4825,BFC,75,FR,47.61299,6.12571
44633,Nolay,4825,BFC,75,FR,46.95202,4.63405
44637,Nommay,4825,BFC,75,FR,47.5378,6.84219
44667,Novillars,4825,BFC,75,FR,47.28465,6.12878
44688,Nuits-Saint-Georges,4825,BFC,75,FR,47.13683,4.949
44718,Offemont,4825,BFC,75,FR,47.66278,6.87764
44757,Orchamps,4825,BFC,75,FR,47.14751,5.65873
44758,Orchamps-Vennes,4825,BFC,75,FR,47.13042,6.52468
44761,Orgelet,4825,BFC,75,FR,46.52096,5.61049
44780,Ornans,4825,BFC,75,FR,47.10749,6.14306
44804,Ouges,4825,BFC,75,FR,47.26164,5.07395
44808,Ouroux-sur-Saône,4825,BFC,75,FR,46.72147,4.95262
44837,Palinges,4825,BFC,75,FR,46.55357,4.21964
44848,Paray-le-Monial,4825,BFC,75,FR,46.45457,4.11584
44858,Paron,4825,BFC,75,FR,48.17888,3.25075
44888,Pelousey,4825,BFC,75,FR,47.27538,5.92263
44900,Perrecy-les-Forges,4825,BFC,75,FR,46.61453,4.2138
44904,Perrigny,4825,BFC,75,FR,46.66744,5.58456
44905,Perrigny-lès-Dijon,4825,BFC,75,FR,47.26648,5.00628
44913,Pesmes,4825,BFC,75,FR,47.28008,5.56698
44917,Petit-Noir,4825,BFC,75,FR,46.93333,5.33333
44952,Pierre-de-Bresse,4825,BFC,75,FR,46.88333,5.25
44957,Pierrefontaine-les-Varans,4825,BFC,75,FR,47.21601,6.5403
44977,Pirey,4825,BFC,75,FR,47.26136,5.96466
44998,Plancher-Bas,4825,BFC,75,FR,47.71977,6.73041
44999,Plancher-les-Mines,4825,BFC,75,FR,47.7615,6.74308
45037,Plombières-lès-Dijon,4825,BFC,75,FR,47.33333,4.96667
45142,Poligny,4825,BFC,75,FR,46.83712,5.70505
45181,Pont-de-Roide,4825,BFC,75,FR,47.38738,6.7684
45193,Pont-sur-Yonne,4825,BFC,75,FR,48.28297,3.20198
45200,Pontailler-sur-Saône,4825,BFC,75,FR,47.30455,5.41479
45201,Pontarlier,4825,BFC,75,FR,46.90347,6.35542
45237,Port-sur-Saône,4825,BFC,75,FR,47.68774,6.05011
45250,Pougues-les-Eaux,4825,BFC,75,FR,47.07518,3.1015
45251,Pouilley-les-Vignes,4825,BFC,75,FR,47.2577,5.93581
45253,Pouilly-en-Auxois,4825,BFC,75,FR,47.26238,4.55583
45257,Pouilly-sur-Loire,4825,BFC,75,FR,47.28377,2.95442
45265,Pourrain,4825,BFC,75,FR,47.75615,3.41193
45309,Prémery,4825,BFC,75,FR,47.16952,3.32743
45290,Prissé,4825,BFC,75,FR,46.3213,4.74469
45330,Pusey,4825,BFC,75,FR,47.65243,6.12615
45380,Quetigny,4825,BFC,75,FR,47.31667,5.11667
45392,Quincey,4825,BFC,75,FR,47.61165,6.18556
45397,Quingey,4825,BFC,75,FR,47.1025,5.88312
45435,Ravières,4825,BFC,75,FR,47.73475,4.22777
45522,Rioz,4825,BFC,75,FR,47.42521,6.06598
45541,Roche-lez-Beaupré,4825,BFC,75,FR,47.28333,6.11667
45576,Romanèche-Thorins,4825,BFC,75,FR,46.18402,4.74242
45578,Romenay,4825,BFC,75,FR,46.50208,5.06904
45583,Ronchamp,4825,BFC,75,FR,47.70063,6.63591
45622,Rougemont,4825,BFC,75,FR,47.48211,6.35574
45623,Rougemont-le-Château,4825,BFC,75,FR,47.73532,6.9669
45631,Roulans,4825,BFC,75,FR,47.31553,6.22901
45649,Roye,4825,BFC,75,FR,47.66995,6.54139
45664,Ruffey-lès-Echirey,4825,BFC,75,FR,47.36667,5.08333
45669,Rully,4825,BFC,75,FR,46.87499,4.74322
45712,Sagy,4825,BFC,75,FR,46.60129,5.31045
45743,Saint-Amand-en-Puisaye,4825,BFC,75,FR,47.52913,3.074
45752,Saint-Amour,4825,BFC,75,FR,46.43638,5.34416
45774,Saint-Apollinaire,4825,BFC,75,FR,47.33333,5.08333
45780,Saint-Aubin,4825,BFC,75,FR,47.03336,5.32666
45809,Saint-Benin-d’Azy,4825,BFC,75,FR,46.99914,3.39267
45813,Saint-Berain-sous-Sanvignes,4825,BFC,75,FR,46.70678,4.29405
45831,Saint-Bris-le-Vineux,4825,BFC,75,FR,47.74396,3.64922
45866,Saint-Claude,4825,BFC,75,FR,46.38679,5.86473
45870,Saint-Clément,4825,BFC,75,FR,48.21724,3.29609
46636,Saint-Éloi,4825,BFC,75,FR,46.97342,3.22228
45928,Saint-Eusèbe,4825,BFC,75,FR,46.71346,4.46203
45929,Saint-Fargeau,4825,BFC,75,FR,47.64133,3.07066
45937,Saint-Florentin,4825,BFC,75,FR,48.00057,3.72489
45957,Saint-Gengoux-le-National,4825,BFC,75,FR,46.61476,4.66261
45988,Saint-Georges-sur-Baulche,4825,BFC,75,FR,47.80039,3.53144
45993,Saint-Germain,4825,BFC,75,FR,47.72496,6.53117
46009,Saint-Germain-du-Bois,4825,BFC,75,FR,46.75287,5.2453
46011,Saint-Germain-du-Plain,4825,BFC,75,FR,46.69938,4.9851
46069,Saint-Hippolyte,4825,BFC,75,FR,47.3188,6.81617
46093,Saint-Jean-de-Losne,4825,BFC,75,FR,47.10247,5.26556
46134,Saint-Julien,4825,BFC,75,FR,47.40029,5.14163
46142,Saint-Julien-du-Sault,4825,BFC,75,FR,48.03188,3.29556
46186,Saint-Laurent-en-Grandvaux,4825,BFC,75,FR,46.58333,5.95
46212,Saint-Léger-des-Vignes,4825,BFC,75,FR,46.84063,3.45488
46218,Saint-Léger-sur-Dheune,4825,BFC,75,FR,46.84548,4.63607
46192,Saint-Leu,4825,BFC,75,FR,46.7306,4.50083
46201,Saint-Loup-sur-Semouse,4825,BFC,75,FR,47.88345,6.2753
46206,Saint-Lupicin,4825,BFC,75,FR,46.40034,5.7922
46243,Saint-Marcel,4825,BFC,75,FR,46.77371,4.89205
46259,Saint-Martin-Belle-Roche,4825,BFC,75,FR,46.38312,4.85539
46291,Saint-Martin-du-Tertre,4825,BFC,75,FR,48.21659,3.26151
46296,Saint-Martin-en-Bresse,4825,BFC,75,FR,46.81725,5.06027
46396,Saint-Parize-le-Châtel,4825,BFC,75,FR,46.85447,3.18267
46449,Saint-Pierre-le-Moûtier,4825,BFC,75,FR,46.79277,3.11657
46508,Saint-Rémy,4825,BFC,75,FR,46.76334,4.83928
46530,Saint-Sauveur,4825,BFC,75,FR,47.8053,6.38583
46549,Saint-Sernin-du-Bois,4825,BFC,75,FR,46.84074,4.43271
46592,Saint-Usage,4825,BFC,75,FR,47.11009,5.26044
46593,Saint-Usuge,4825,BFC,75,FR,46.679,5.25089
46601,Saint-Valérien,4825,BFC,75,FR,48.17805,3.09523
46598,Saint-Vallier,4825,BFC,75,FR,46.64107,4.37107
46619,Saint-Vit,4825,BFC,75,FR,47.18333,5.81667
46628,Saint-Yan,4825,BFC,75,FR,46.41147,4.03876
46730,Sainte-Suzanne,4825,BFC,75,FR,47.50017,6.76775
46742,Salbert,4825,BFC,75,FR,47.66959,6.81269
46755,Salins-les-Bains,4825,BFC,75,FR,46.94663,5.87763
46784,Sancé,4825,BFC,75,FR,46.33926,4.83049
46782,Sancey-le-Grand,4825,BFC,75,FR,47.29489,6.58287
46800,Sanvignes-les-Mines,4825,BFC,75,FR,46.66444,4.29188
46893,Saône,4825,BFC,75,FR,47.22311,6.11682
46826,Sassenay,4825,BFC,75,FR,46.83074,4.92523
46841,Saulieu,4825,BFC,75,FR,47.28023,4.22857
46866,Sauvigny-les-Bois,4825,BFC,75,FR,46.96676,3.2719
46881,Savigny-lès-Beaune,4825,BFC,75,FR,47.06357,4.81821
46896,Scey-sur-Saône-et-Saint-Albin,4825,BFC,75,FR,47.66398,5.97451
46918,Seignelay,4825,BFC,75,FR,47.90542,3.60136
46932,Seloncourt,4825,BFC,75,FR,47.45989,6.85535
46933,Selongey,4825,BFC,75,FR,47.58846,5.18483
46938,Semur-en-Auxois,4825,BFC,75,FR,47.48333,4.33333
46941,Sennecey-le-Grand,4825,BFC,75,FR,46.64137,4.86707
46942,Sennecey-lès-Dijon,4825,BFC,75,FR,47.28984,5.10485
46945,Sens,4825,BFC,75,FR,48.19738,3.28328
46954,Sergines,4825,BFC,75,FR,48.34203,3.26213
46958,Sermoise-sur-Loire,4825,BFC,75,FR,46.95,3.18333
46965,Serre-les-Sapins,4825,BFC,75,FR,47.25,5.93333
46978,Seurre,4825,BFC,75,FR,46.99923,5.15138
46980,Sevrey,4825,BFC,75,FR,46.73825,4.8403
47000,Simandre,4825,BFC,75,FR,46.62364,4.98777
47014,Sochaux,4825,BFC,75,FR,47.50808,6.82748
47049,Sornay,4825,BFC,75,FR,46.63023,5.17999
47061,Soucy,4825,BFC,75,FR,48.24956,3.32385
47156,Taillecourt,4825,BFC,75,FR,47.49521,6.85442
47161,Talant,4825,BFC,75,FR,47.33693,5.00888
47171,Tanlay,4825,BFC,75,FR,47.84488,4.08504
47190,Tavaux,4825,BFC,75,FR,47.03376,5.405
47210,Territoire de Belfort,4825,BFC,75,FR,47.63578,6.88843
47238,Thise,4825,BFC,75,FR,47.28486,6.08127
47250,Thorigny-sur-Oreuse,4825,BFC,75,FR,48.29297,3.40128
47297,Tonnerre,4825,BFC,75,FR,47.85628,3.97369
47300,Torcy,4825,BFC,75,FR,46.76857,4.45333
47307,Toucy,4825,BFC,75,FR,47.73602,3.29502
47314,Toulon-sur-Arroux,4825,BFC,75,FR,46.69345,4.13869
47329,Tournus,4825,BFC,75,FR,46.56758,4.90574
47436,Urzy,4825,BFC,75,FR,47.04877,3.20295
47460,Vaivre-et-Montoille,4825,BFC,75,FR,47.63021,6.10362
47468,Valdahon,4825,BFC,75,FR,47.15,6.35
47469,Valdoie,4825,BFC,75,FR,47.67041,6.84203
47477,Valentigney,4825,BFC,75,FR,47.46388,6.83168
47482,Valfin-lès-Saint-Claude,4825,BFC,75,FR,46.43758,5.85513
47513,Varennes-le-Grand,4825,BFC,75,FR,46.71868,4.86872
47511,Varennes-Saint-Sauveur,4825,BFC,75,FR,46.48226,5.24349
47512,Varennes-Vauzelles,4825,BFC,75,FR,47.01678,3.14037
47519,Varois-et-Chaignot,4825,BFC,75,FR,47.35059,5.12838
47523,Varzy,4825,BFC,75,FR,47.3581,3.38619
47559,Velars-sur-Ouche,4825,BFC,75,FR,47.3196,4.90594
47563,Venarey-les-Laumes,4825,BFC,75,FR,47.54202,4.46022
47586,Venoy,4825,BFC,75,FR,47.80518,3.63695
47592,Vercel-Villedieu-le-Camp,4825,BFC,75,FR,47.18318,6.40082
47595,Verdun-sur-le-Doubs,4825,BFC,75,FR,46.89692,5.02127
47598,Vergigny,4825,BFC,75,FR,47.97059,3.71861
47605,Vermenton,4825,BFC,75,FR,47.66459,3.73501
47930,Véron,4825,BFC,75,FR,48.12853,3.30773
47648,Vesoul,4825,BFC,75,FR,47.62604,6.14251
47689,Vieux-Charmont,4825,BFC,75,FR,47.5219,6.83738
47723,Villeblevin,4825,BFC,75,FR,48.32446,3.08038
47774,Villeneuve-la-Guyard,4825,BFC,75,FR,48.34093,3.06176
47785,Villeneuve-sur-Yonne,4825,BFC,75,FR,48.08247,3.29688
47805,Villers-le-Lac,4825,BFC,75,FR,47.06319,6.66699
47811,Villersexel,4825,BFC,75,FR,47.5507,6.43273
47848,Vinneuf,4825,BFC,75,FR,48.34795,3.14013
47860,Virey-le-Grand,4825,BFC,75,FR,46.83333,4.86667
47877,Vitteaux,4825,BFC,75,FR,47.39732,4.5419
47907,Voujeaucourt,4825,BFC,75,FR,47.47513,6.77431
39254,Acigné,4807,BRE,75,FR,48.13333,-1.53704
39318,Allaire,4807,BRE,75,FR,47.63752,-2.16324
39345,Amanlis,4807,BRE,75,FR,48.00752,-1.47677
39356,Ambon,4807,BRE,75,FR,47.55367,-2.55512
39436,Antrain,4807,BRE,75,FR,48.46031,-1.48354
39485,Argentré-du-Plessis,4807,BRE,75,FR,48.05697,-1.14601
39510,Arradon,4807,BRE,75,FR,47.62709,-2.8215
39534,Arzano,4807,BRE,75,FR,47.90136,-3.44032
39536,Arzon,4807,BRE,75,FR,47.54852,-2.88989
39597,Audierne,4807,BRE,75,FR,48.0164,-4.53838
39604,Augan,4807,BRE,75,FR,47.91943,-2.27905
39623,Auray,4807,BRE,75,FR,47.67025,-2.99183
39703,Baden,4807,BRE,75,FR,47.61734,-2.91987
39716,Baguer-Morvan,4807,BRE,75,FR,48.52531,-1.77332
39717,Baguer-Pican,4807,BRE,75,FR,48.55253,-1.69837
39732,Bain-de-Bretagne,4807,BRE,75,FR,47.84418,-1.68486
39736,Bains-sur-Oust,4807,BRE,75,FR,47.70362,-2.07047
39738,Bais,4807,BRE,75,FR,48.00959,-1.28983
39747,Balazé,4807,BRE,75,FR,48.16797,-1.19157
39760,Bannalec,4807,BRE,75,FR,47.93229,-3.69759
39808,Baud,4807,BRE,75,FR,47.87474,-3.0176
39813,Baulon,4807,BRE,75,FR,47.9859,-1.93114
39834,Bazouges-la-Pérouse,4807,BRE,75,FR,48.42606,-1.57431
39844,Beaucé,4807,BRE,75,FR,48.3389,-1.15804
40415,Bédée,4807,BRE,75,FR,48.17953,-1.94477
40417,Béganne,4807,BRE,75,FR,47.5967,-2.24162
40418,Bégard,4807,BRE,75,FR,48.62754,-3.30067
39900,Beignon,4807,BRE,75,FR,47.972,-2.16933
39910,Belle-Isle-en-Terre,4807,BRE,75,FR,48.54478,-3.395
39937,Belz,4807,BRE,75,FR,47.67506,-3.168
40425,Bénodet,4807,BRE,75,FR,47.87531,-4.1058
39958,Berné,4807,BRE,75,FR,47.9947,-3.39421
39961,Berric,4807,BRE,75,FR,47.63326,-2.5225
39962,Berrien,4807,BRE,75,FR,48.40278,-3.75266
39987,Betton,4807,BRE,75,FR,48.18048,-1.63829
39994,Beuzec-Cap-Sizun,4807,BRE,75,FR,48.07567,-4.512
40016,Bignan,4807,BRE,75,FR,47.87935,-2.77153
40026,Binic,4807,BRE,75,FR,48.60074,-2.82602
40078,Bodilis,4807,BRE,75,FR,48.52978,-4.11567
40082,Bohars,4807,BRE,75,FR,48.42983,-4.51292
40092,Boisgervilly,4807,BRE,75,FR,48.16692,-2.06426
40120,Bonnemain,4807,BRE,75,FR,48.46652,-1.76774
40182,Bourbriac,4807,BRE,75,FR,48.47384,-3.18758
40188,Bourg-Blanc,4807,BRE,75,FR,48.49867,-4.50406
40193,Bourg-des-Comptes,4807,BRE,75,FR,47.92934,-1.74534
40198,Bourgbarré,4807,BRE,75,FR,47.99515,-1.61419
40253,Brandérion,4807,BRE,75,FR,47.79412,-3.19474
40260,Brasparts,4807,BRE,75,FR,48.30167,-3.95516
40354,Bréal-sous-Montfort,4807,BRE,75,FR,48.04876,-1.86438
40357,Brécé,4807,BRE,75,FR,48.10839,-1.48086
40272,Brech,4807,BRE,75,FR,47.72134,-2.99862
40359,Bréhand,4807,BRE,75,FR,48.40333,-2.57412
40279,Brest,4807,BRE,75,FR,48.39029,-4.48628
40280,Breteil,4807,BRE,75,FR,48.14534,-1.89886
40307,Briec,4807,BRE,75,FR,48.10167,-3.99833
40333,Broons,4807,BRE,75,FR,48.31748,-2.25952
40352,Bruz,4807,BRE,75,FR,48.0242,-1.74591
40367,Bubry,4807,BRE,75,FR,47.96336,-3.17108
40452,Caden,4807,BRE,75,FR,47.63124,-2.28704
40471,Callac,4807,BRE,75,FR,48.40292,-3.428
40482,Camaret-sur-Mer,4807,BRE,75,FR,48.27497,-4.59615
40495,Camors,4807,BRE,75,FR,47.84739,-2.99981
40503,Campénéac,4807,BRE,75,FR,47.95733,-2.29277
40504,Cancale,4807,BRE,75,FR,48.67601,-1.85231
40535,Carantec,4807,BRE,75,FR,48.66811,-3.91545
40542,Carentoir,4807,BRE,75,FR,47.81667,-2.13333
40544,Carhaix-Plouguer,4807,BRE,75,FR,48.27594,-3.57326
40550,Carnac,4807,BRE,75,FR,47.58351,-3.07884
40553,Caro,4807,BRE,75,FR,47.86429,-2.31924
40573,Cast,4807,BRE,75,FR,48.15712,-4.13889
40601,Caudan,4807,BRE,75,FR,47.80877,-3.3425
40606,Caulnes,4807,BRE,75,FR,48.28804,-2.15518
40619,Cavan,4807,BRE,75,FR,48.67242,-3.34606
40661,Cesson-Sévigné,4807,BRE,75,FR,48.1212,-1.603
40770,Chanteloup,4807,BRE,75,FR,47.96574,-1.61517
40774,Chantepie,4807,BRE,75,FR,48.08885,-1.61524
40820,Chartres-de-Bretagne,4807,BRE,75,FR,48.03924,-1.70533
40823,Chasné-sur-Illet,4807,BRE,75,FR,48.24247,-1.56138
40951,Châteaubourg,4807,BRE,75,FR,48.11119,-1.40019
40956,Châteaugiron,4807,BRE,75,FR,48.04629,-1.50438
40957,Châteaulin,4807,BRE,75,FR,48.19677,-4.09008
40966,Châteauneuf-d’Ille-et-Vilaine,4807,BRE,75,FR,48.56083,-1.92838
40963,Châteauneuf-du-Faou,4807,BRE,75,FR,48.18755,-3.81789
40996,Châtillon-en-Vendelais,4807,BRE,75,FR,48.22409,-1.17695
41004,Châtillon-sur-Seiche,4807,BRE,75,FR,48.03448,-1.67114
40855,Chavagne,4807,BRE,75,FR,48.05438,-1.78571
40884,Cherrueix,4807,BRE,75,FR,48.60629,-1.70405
40891,Chevaigné,4807,BRE,75,FR,48.21153,-1.62933
41024,Cintré,4807,BRE,75,FR,48.10504,-1.87162
41067,Cléden-Poher,4807,BRE,75,FR,48.23644,-3.66911
41068,Cléder,4807,BRE,75,FR,48.663,-4.102
41069,Cléguer,4807,BRE,75,FR,47.85407,-3.38219
41070,Cléguérec,4807,BRE,75,FR,48.12577,-3.07162
41057,Clohars-Carnoët,4807,BRE,75,FR,47.79606,-3.58502
41058,Clohars-Fouesnant,4807,BRE,75,FR,47.89657,-4.06396
41291,Coësmes,4807,BRE,75,FR,47.88325,-1.44074
41292,Coëtmieux,4807,BRE,75,FR,48.49117,-2.60067
41107,Colpo,4807,BRE,75,FR,47.81778,-2.81002
41110,Combourg,4807,BRE,75,FR,48.41267,-1.74424
41112,Combrit,4807,BRE,75,FR,47.88734,-4.15817
41127,Concarneau,4807,BRE,75,FR,47.87502,-3.92245
41160,Coray,4807,BRE,75,FR,48.05934,-3.83056
41177,Corlay,4807,BRE,75,FR,48.31725,-3.05733
41200,Corps-Nuds,4807,BRE,75,FR,47.97915,-1.58409
41204,Corseul,4807,BRE,75,FR,48.4818,-2.16947
41294,Crach,4807,BRE,75,FR,47.617,-3.0017
41343,Crédin,4807,BRE,75,FR,48.03462,-2.7663
41346,Créhen,4807,BRE,75,FR,48.54546,-2.21307
41314,Crevin,4807,BRE,75,FR,47.93333,-1.66667
41334,Crozon,4807,BRE,75,FR,48.24643,-4.48993
41412,Damgan,4807,BRE,75,FR,47.51799,-2.57698
41431,Daoulas,4807,BRE,75,FR,48.36089,-4.25977
41604,Département dIlle-et-Vilaine,4807,BRE,75,FR,48.16667,-1.5
41635,Département des Côtes-d’Armor,4807,BRE,75,FR,48.34295,-2.78216
41640,Département du Finistère,4807,BRE,75,FR,48.25224,-3.99263
41482,Dinan,4807,BRE,75,FR,48.45551,-2.05019
41483,Dinard,4807,BRE,75,FR,48.63143,-2.06144
41488,Dinéault,4807,BRE,75,FR,48.21922,-4.16411
41486,Dingé,4807,BRE,75,FR,48.35702,-1.71489
41491,Dirinon,4807,BRE,75,FR,48.39775,-4.27017
41503,Dol-de-Bretagne,4807,BRE,75,FR,48.54765,-1.75018
41509,Domagné,4807,BRE,75,FR,48.07081,-1.39291
41510,Domalain,4807,BRE,75,FR,47.99617,-1.2425
41546,Douarnenez,4807,BRE,75,FR,48.09542,-4.32904
41659,Edern,4807,BRE,75,FR,48.1,-3.98333
41663,Elliant,4807,BRE,75,FR,47.99417,-3.88966
41665,Elven,4807,BRE,75,FR,47.7323,-2.58956
41687,Epiniac,4807,BRE,75,FR,48.5,-1.7
41690,Erbrée,4807,BRE,75,FR,48.09745,-1.12479
41692,Ercé-en-Lamée,4807,BRE,75,FR,47.83048,-1.55867
41693,Ercé-près-Liffré,4807,BRE,75,FR,48.25454,-1.5156
41694,Erdeven,4807,BRE,75,FR,47.6421,-3.15706
41695,Ergué-Gabéric,4807,BRE,75,FR,47.99562,-4.02223
41700,Erquy,4807,BRE,75,FR,48.63186,-2.4628
41722,Esquibien,4807,BRE,75,FR,48.02506,-4.56139
48090,Étables-sur-Mer,4807,BRE,75,FR,48.63333,-2.83333
48101,Étel,4807,BRE,75,FR,47.65614,-3.20018
48108,Étrelles,4807,BRE,75,FR,48.06031,-1.19402
48121,Évran,4807,BRE,75,FR,48.37987,-1.98076
42004,Férel,4807,BRE,75,FR,47.48203,-2.34227
41923,Fouesnant,4807,BRE,75,FR,47.89187,-4.01484
41927,Fougères,4807,BRE,75,FR,48.35185,-1.19989
41928,Fouillard,4807,BRE,75,FR,48.1582,-1.57915
41983,Fréhel,4807,BRE,75,FR,48.63333,-2.36667
42057,Gaël,4807,BRE,75,FR,48.13209,-2.22267
42079,Gestel,4807,BRE,75,FR,47.80361,-3.44245
42301,Gévezé,4807,BRE,75,FR,48.21933,-1.78952
42114,Glomel,4807,BRE,75,FR,48.223,-3.39696
42141,Gosné,4807,BRE,75,FR,48.24674,-1.46558
42143,Gouarec,4807,BRE,75,FR,48.22725,-3.17994
42145,Goudelin,4807,BRE,75,FR,48.60375,-3.01842
42146,Gouesnach,4807,BRE,75,FR,47.9104,-4.1145
42147,Gouesnou,4807,BRE,75,FR,48.45267,-4.46456
42161,Gouézec,4807,BRE,75,FR,48.16911,-3.97277
42151,Gourin,4807,BRE,75,FR,48.13866,-3.60755
42162,Goven,4807,BRE,75,FR,48.00638,-1.84629
42232,Grâces,4807,BRE,75,FR,48.55651,-3.18533
42170,Grand-Champ,4807,BRE,75,FR,47.75804,-2.84635
42174,Grand-Fougeray,4807,BRE,75,FR,47.7239,-1.7321
42221,Groix,4807,BRE,75,FR,47.63887,-3.4543
42278,Guégon,4807,BRE,75,FR,47.93707,-2.5645
42281,Guémené-sur-Scorff,4807,BRE,75,FR,48.06667,-3.2
42240,Guengat,4807,BRE,75,FR,48.04193,-4.2047
42283,Guénin,4807,BRE,75,FR,47.90757,-2.97941
42242,Guer,4807,BRE,75,FR,47.90619,-2.12314
42243,Guerlesquin,4807,BRE,75,FR,48.51758,-3.58583
42245,Guern,4807,BRE,75,FR,48.02964,-3.09145
42252,Guichen,4807,BRE,75,FR,47.96762,-1.79534
42253,Guiclan,4807,BRE,75,FR,48.54967,-3.96211
42254,Guidel-Plage,4807,BRE,75,FR,47.76768,-3.5218
42255,Guignen,4807,BRE,75,FR,47.92009,-1.86161
42258,Guilers,4807,BRE,75,FR,48.42545,-4.55801
42260,Guillac,4807,BRE,75,FR,47.91096,-2.46571
42262,Guilliers,4807,BRE,75,FR,48.04286,-2.40562
42263,Guilvinec,4807,BRE,75,FR,47.79861,-4.28111
42264,Guingamp,4807,BRE,75,FR,48.56251,-3.15096
42265,Guipavas,4807,BRE,75,FR,48.43522,-4.39722
42266,Guipel,4807,BRE,75,FR,48.29937,-1.71866
42267,Guipry,4807,BRE,75,FR,47.82637,-1.84218
42269,Guiscriff,4807,BRE,75,FR,48.04944,-3.64356
42271,Guissény,4807,BRE,75,FR,48.63292,-4.40884
42324,Hanvec,4807,BRE,75,FR,48.32692,-4.15951
42449,Hédé-Bazouges,4807,BRE,75,FR,48.3,-1.8
42452,Hénanbihen,4807,BRE,75,FR,48.56072,-2.37602
42368,Hennebont,4807,BRE,75,FR,47.80512,-3.27337
42454,Hénon,4807,BRE,75,FR,48.38433,-2.68334
42370,Henvic,4807,BRE,75,FR,48.63256,-3.92623
42395,Hillion,4807,BRE,75,FR,48.51429,-2.66634
42400,Hirel,4807,BRE,75,FR,48.60502,-1.80224
42466,Hôpital-Camfrout,4807,BRE,75,FR,48.32789,-4.24155
42435,Huelgoat,4807,BRE,75,FR,48.36111,-3.74578
42471,Iffendic,4807,BRE,75,FR,48.12981,-2.03486
42490,Inguiniel,4807,BRE,75,FR,47.97658,-3.28072
42495,Irodouër,4807,BRE,75,FR,48.24932,-1.94959
42496,Irvillac,4807,BRE,75,FR,48.37011,-4.21223
42529,Janzé,4807,BRE,75,FR,47.95915,-1.49829
42544,Javené,4807,BRE,75,FR,48.31933,-1.2163
42564,Josselin,4807,BRE,75,FR,47.9572,-2.54713
42581,Jugon-les-Lacs,4807,BRE,75,FR,48.41667,-2.33333
42608,Kerlouan,4807,BRE,75,FR,48.645,-4.36556
42609,Kernilis,4807,BRE,75,FR,48.57075,-4.418
42610,Kersaint-Plabennec,4807,BRE,75,FR,48.47166,-4.37233
42612,Kervignac,4807,BRE,75,FR,47.76289,-3.23778
42652,La Bouëxière,4807,BRE,75,FR,48.18333,-1.43333
42651,La Boussac,4807,BRE,75,FR,48.5126,-1.66088
42693,La Chapelle-des-Fougeretz,4807,BRE,75,FR,48.17705,-1.73143
42681,La Chapelle-Janson,4807,BRE,75,FR,48.34775,-1.10209
42690,La Chapelle-Thouarault,4807,BRE,75,FR,48.12486,-1.86619
42731,La Dominelais,4807,BRE,75,FR,47.76229,-1.68819
42750,La Forest-Landerneau,4807,BRE,75,FR,48.42589,-4.31578
