start_id,start_vertex_type,end_id,end_vertex_type
42293,City,75,Country
42092,City,75,Country
42093,City,75,Country
42098,City,75,Country
42130,City,75,Country
42134,City,75,Country
42136,City,75,Country
42148,City,75,Country
42169,City,75,Country
42184,City,75,Country
42186,City,75,Country
42190,City,75,Country
42233,City,75,Country
42234,City,75,Country
42213,City,75,Country
42214,City,75,Country
42261,City,75,Country
42351,City,75,Country
42448,City,75,Country
42510,City,75,Country
42542,City,75,Country
42558,City,75,Country
42559,City,75,Country
42570,City,75,Country
42625,City,75,Country
43701,City,75,Country
43702,City,75,Country
43707,City,75,Country
42632,City,75,Country
42636,City,75,Country
42660,City,75,Country
42643,City,75,Country
42649,City,75,Country
42662,City,75,Country
42663,City,75,Country
42666,City,75,Country
42670,City,75,Country
42708,City,75,Country
42712,City,75,Country
42713,City,75,Country
42721,City,75,Country
42722,City,75,Country
42723,City,75,Country
42729,City,75,Country
42730,City,75,Country
42732,City,75,Country
42733,City,75,Country
42755,City,75,Country
42761,City,75,Country
42763,City,75,Country
42767,City,75,Country
42786,City,75,Country
42792,City,75,Country
42807,City,75,Country
42813,City,75,Country
42826,City,75,Country
42828,City,75,Country
42829,City,75,Country
42833,City,75,Country
42834,City,75,Country
42857,City,75,Country
42865,City,75,Country
42866,City,75,Country
42867,City,75,Country
42868,City,75,Country
42878,City,75,Country
42888,City,75,Country
42898,City,75,Country
42902,City,75,Country
42903,City,75,Country
42904,City,75,Country
42905,City,75,Country
42916,City,75,Country
42917,City,75,Country
42956,City,75,Country
42980,City,75,Country
42987,City,75,Country
43056,City,75,Country
43050,City,75,Country
43059,City,75,Country
43065,City,75,Country
43099,City,75,Country
43125,City,75,Country
43128,City,75,Country
43146,City,75,Country
43147,City,75,Country
43150,City,75,Country
43152,City,75,Country
43153,City,75,Country
43154,City,75,Country
43155,City,75,Country
43157,City,75,Country
43164,City,75,Country
43212,City,75,Country
43217,City,75,Country
43225,City,75,Country
43237,City,75,Country
43238,City,75,Country
43255,City,75,Country
43262,City,75,Country
43275,City,75,Country
43283,City,75,Country
43286,City,75,Country
43292,City,75,Country
43294,City,75,Country
43296,City,75,Country
43297,City,75,Country
43314,City,75,Country
43316,City,75,Country
43317,City,75,Country
43320,City,75,Country
43326,City,75,Country
43356,City,75,Country
43364,City,75,Country
43365,City,75,Country
43370,City,75,Country
43371,City,75,Country
43373,City,75,Country
43374,City,75,Country
43376,City,75,Country
43381,City,75,Country
43393,City,75,Country
43413,City,75,Country
43414,City,75,Country
43416,City,75,Country
43420,City,75,Country
43431,City,75,Country
43450,City,75,Country
43536,City,75,Country
43586,City,75,Country
43588,City,75,Country
43609,City,75,Country
43639,City,75,Country
43733,City,75,Country
43751,City,75,Country
43754,City,75,Country
43760,City,75,Country
43763,City,75,Country
43764,City,75,Country
43765,City,75,Country
43773,City,75,Country
43777,City,75,Country
43780,City,75,Country
43838,City,75,Country
43883,City,75,Country
43884,City,75,Country
43885,City,75,Country
43886,City,75,Country
43887,City,75,Country
43888,City,75,Country
43889,City,75,Country
43890,City,75,Country
43891,City,75,Country
43892,City,75,Country
43893,City,75,Country
43894,City,75,Country
43895,City,75,Country
43896,City,75,Country
43897,City,75,Country
43898,City,75,Country
43899,City,75,Country
43900,City,75,Country
43901,City,75,Country
43902,City,75,Country
43903,City,75,Country
43904,City,75,Country
43905,City,75,Country
43916,City,75,Country
43943,City,75,Country
43959,City,75,Country
43972,City,75,Country
43973,City,75,Country
44462,City,75,Country
44003,City,75,Country
44007,City,75,Country
44468,City,75,Country
44475,City,75,Country
44059,City,75,Country
44060,City,75,Country
44079,City,75,Country
44087,City,75,Country
44125,City,75,Country
44139,City,75,Country
44186,City,75,Country
44229,City,75,Country
44234,City,75,Country
44238,City,75,Country
44296,City,75,Country
44304,City,75,Country
44355,City,75,Country
44359,City,75,Country
44362,City,75,Country
44381,City,75,Country
44386,City,75,Country
44400,City,75,Country
44401,City,75,Country
44504,City,75,Country
44693,City,75,Country
44587,City,75,Country
44608,City,75,Country
44649,City,75,Country
44648,City,75,Country
44666,City,75,Country
44735,City,75,Country
44749,City,75,Country
44747,City,75,Country
44748,City,75,Country
44752,City,75,Country
44753,City,75,Country
44764,City,75,Country
44831,City,75,Country
44834,City,75,Country
44846,City,75,Country
45345,City,75,Country
44882,City,75,Country
44883,City,75,Country
44885,City,75,Country
45346,City,75,Country
45351,City,75,Country
44898,City,75,Country
44911,City,75,Country
44923,City,75,Country
44924,City,75,Country
44925,City,75,Country
44934,City,75,Country
44935,City,75,Country
44953,City,75,Country
44963,City,75,Country
44969,City,75,Country
44974,City,75,Country
44996,City,75,Country
44997,City,75,Country
45163,City,75,Country
45233,City,75,Country
45229,City,75,Country
45266,City,75,Country
45316,City,75,Country
45314,City,75,Country
45315,City,75,Country
45339,City,75,Country
45421,City,75,Country
45690,City,75,Country
45449,City,75,Country
45486,City,75,Country
45509,City,75,Country
45537,City,75,Country
45538,City,75,Country
45558,City,75,Country
45559,City,75,Country
45560,City,75,Country
45588,City,75,Country
45589,City,75,Country
45590,City,75,Country
45593,City,75,Country
45597,City,75,Country
45618,City,75,Country
45624,City,75,Country
45637,City,75,Country
45638,City,75,Country
45699,City,75,Country
45715,City,75,Country
45754,City,75,Country
45755,City,75,Country
45761,City,75,Country
45770,City,75,Country
45803,City,75,Country
45805,City,75,Country
45817,City,75,Country
45837,City,75,Country
45893,City,75,Country
45845,City,75,Country
45846,City,75,Country
45849,City,75,Country
45889,City,75,Country
45905,City,75,Country
46650,City,75,Country
46654,City,75,Country
46037,City,75,Country
46047,City,75,Country
46082,City,75,Country
46085,City,75,Country
46122,City,75,Country
46166,City,75,Country
46128,City,75,Country
46136,City,75,Country
46150,City,75,Country
46167,City,75,Country
46185,City,75,Country
46191,City,75,Country
46197,City,75,Country
46199,City,75,Country
46235,City,75,Country
46239,City,75,Country
46242,City,75,Country
46270,City,75,Country
46276,City,75,Country
46292,City,75,Country
46266,City,75,Country
46322,City,75,Country
46325,City,75,Country
46329,City,75,Country
46339,City,75,Country
46343,City,75,Country
46344,City,75,Country
46410,City,75,Country
46413,City,75,Country
46428,City,75,Country
46494,City,75,Country
46511,City,75,Country
46522,City,75,Country
46523,City,75,Country
46543,City,75,Country
46588,City,75,Country
46589,City,75,Country
46600,City,75,Country
46610,City,75,Country
46634,City,75,Country
46661,City,75,Country
46662,City,75,Country
46663,City,75,Country
46675,City,75,Country
46705,City,75,Country
46715,City,75,Country
46718,City,75,Country
46732,City,75,Country
46735,City,75,Country
46745,City,75,Country
46766,City,75,Country
46780,City,75,Country
46816,City,75,Country
46844,City,75,Country
46856,City,75,Country
46923,City,75,Country
47139,City,75,Country
46951,City,75,Country
47145,City,75,Country
46966,City,75,Country
46982,City,75,Country
46992,City,75,Country
47002,City,75,Country
47009,City,75,Country
47010,City,75,Country
47030,City,75,Country
47031,City,75,Country
47032,City,75,Country
47046,City,75,Country
47048,City,75,Country
47052,City,75,Country
47095,City,75,Country
47155,City,75,Country
47164,City,75,Country
47172,City,75,Country
47174,City,75,Country
47176,City,75,Country
47202,City,75,Country
47270,City,75,Country
47229,City,75,Country
47312,City,75,Country
47331,City,75,Country
47332,City,75,Country
47335,City,75,Country
47348,City,75,Country
47366,City,75,Country
47421,City,75,Country
47451,City,75,Country
47459,City,75,Country
47467,City,75,Country
47476,City,75,Country
47485,City,75,Country
47500,City,75,Country
47506,City,75,Country
47554,City,75,Country
47560,City,75,Country
47561,City,75,Country
47564,City,75,Country
47565,City,75,Country
47580,City,75,Country
47587,City,75,Country
47596,City,75,Country
47627,City,75,Country
47652,City,75,Country
47673,City,75,Country
47674,City,75,Country
47709,City,75,Country
47728,City,75,Country
47740,City,75,Country
47747,City,75,Country
47760,City,75,Country
47762,City,75,Country
47814,City,75,Country
47849,City,75,Country
47854,City,75,Country
47869,City,75,Country
47870,City,75,Country
47897,City,75,Country
47900,City,75,Country
23461,City,82,Country
23464,City,82,Country
23469,City,82,Country
23471,City,82,Country
23472,City,82,Country
23475,City,82,Country
23477,City,82,Country
23480,City,82,Country
23482,City,82,Country
23495,City,82,Country
23498,City,82,Country
23517,City,82,Country
23519,City,82,Country
23520,City,82,Country
23523,City,82,Country
23528,City,82,Country
23532,City,82,Country
23534,City,82,Country
23541,City,82,Country
23544,City,82,Country
23548,City,82,Country
23557,City,82,Country
23561,City,82,Country
23562,City,82,Country
23566,City,82,Country
23582,City,82,Country
23584,City,82,Country
23612,City,82,Country
23615,City,82,Country
23619,City,82,Country
23623,City,82,Country
23624,City,82,Country
23628,City,82,Country
23634,City,82,Country
23650,City,82,Country
23651,City,82,Country
23710,City,82,Country
23711,City,82,Country
23712,City,82,Country
23713,City,82,Country
23717,City,82,Country
23720,City,82,Country
23721,City,82,Country
23730,City,82,Country
23738,City,82,Country
23758,City,82,Country
23763,City,82,Country
23779,City,82,Country
23781,City,82,Country
23787,City,82,Country
23805,City,82,Country
23830,City,82,Country
23835,City,82,Country
23847,City,82,Country
23849,City,82,Country
23851,City,82,Country
23874,City,82,Country
23863,City,82,Country
23876,City,82,Country
23891,City,82,Country
23879,City,82,Country
23881,City,82,Country
23883,City,82,Country
23886,City,82,Country
23888,City,82,Country
23895,City,82,Country
23897,City,82,Country
23899,City,82,Country
23902,City,82,Country
23904,City,82,Country
23906,City,82,Country
23910,City,82,Country
23913,City,82,Country
23915,City,82,Country
23919,City,82,Country
23945,City,82,Country
23995,City,82,Country
23996,City,82,Country
24006,City,82,Country
24014,City,82,Country
24030,City,82,Country
24038,City,82,Country
24040,City,82,Country
24052,City,82,Country
24058,City,82,Country
24059,City,82,Country
24072,City,82,Country
24078,City,82,Country
24088,City,82,Country
24095,City,82,Country
24096,City,82,Country
24114,City,82,Country
24115,City,82,Country
24118,City,82,Country
24121,City,82,Country
24123,City,82,Country
24128,City,82,Country
24130,City,82,Country
24134,City,82,Country
24152,City,82,Country
24153,City,82,Country
24158,City,82,Country
24161,City,82,Country
24173,City,82,Country
24174,City,82,Country
24187,City,82,Country
24462,City,82,Country
24463,City,82,Country
24203,City,82,Country
24210,City,82,Country
24211,City,82,Country
24467,City,82,Country
24222,City,82,Country
24223,City,82,Country
24226,City,82,Country
24229,City,82,Country
24232,City,82,Country
24470,City,82,Country
24236,City,82,Country
24476,City,82,Country
24481,City,82,Country
24483,City,82,Country
24484,City,82,Country
24268,City,82,Country
24271,City,82,Country
24364,City,82,Country
24289,City,82,Country
24302,City,82,Country
24314,City,82,Country
24325,City,82,Country
24327,City,82,Country
24351,City,82,Country
24371,City,82,Country
24377,City,82,Country
24380,City,82,Country
24386,City,82,Country
24387,City,82,Country
24400,City,82,Country
24495,City,82,Country
24496,City,82,Country
24497,City,82,Country
24498,City,82,Country
24429,City,82,Country
24434,City,82,Country
24443,City,82,Country
24505,City,82,Country
24519,City,82,Country
24540,City,82,Country
24557,City,82,Country
24559,City,82,Country
24585,City,82,Country
24604,City,82,Country
24607,City,82,Country
24611,City,82,Country
24614,City,82,Country
24620,City,82,Country
24619,City,82,Country
24630,City,82,Country
24631,City,82,Country
24635,City,82,Country
24649,City,82,Country
24650,City,82,Country
24651,City,82,Country
24652,City,82,Country
24653,City,82,Country
24668,City,82,Country
24677,City,82,Country
24683,City,82,Country
24704,City,82,Country
24710,City,82,Country
24712,City,82,Country
24717,City,82,Country
24729,City,82,Country
24733,City,82,Country
24739,City,82,Country
24742,City,82,Country
24743,City,82,Country
24744,City,82,Country
24803,City,82,Country
24749,City,82,Country
24750,City,82,Country
24782,City,82,Country
24785,City,82,Country
24809,City,82,Country
24786,City,82,Country
24811,City,82,Country
24787,City,82,Country
24812,City,82,Country
24789,City,82,Country
24824,City,82,Country
24825,City,82,Country
24826,City,82,Country
24828,City,82,Country
24833,City,82,Country
24834,City,82,Country
24838,City,82,Country
24841,City,82,Country
24843,City,82,Country
24861,City,82,Country
24864,City,82,Country
24867,City,82,Country
24873,City,82,Country
24878,City,82,Country
24888,City,82,Country
24891,City,82,Country
24905,City,82,Country
24911,City,82,Country
24916,City,82,Country
24925,City,82,Country
24931,City,82,Country
24934,City,82,Country
24947,City,82,Country
24953,City,82,Country
24956,City,82,Country
24979,City,82,Country
24988,City,82,Country
24991,City,82,Country
24992,City,82,Country
24999,City,82,Country
25002,City,82,Country
25005,City,82,Country
25007,City,82,Country
25011,City,82,Country
25015,City,82,Country
25016,City,82,Country
25017,City,82,Country
25019,City,82,Country
25024,City,82,Country
25028,City,82,Country
25033,City,82,Country
25044,City,82,Country
25046,City,82,Country
25057,City,82,Country
25059,City,82,Country
25061,City,82,Country
25066,City,82,Country
25069,City,82,Country
25070,City,82,Country
25074,City,82,Country
25079,City,82,Country
25080,City,82,Country
25099,City,82,Country
25101,City,82,Country
25106,City,82,Country
25107,City,82,Country
25118,City,82,Country
25127,City,82,Country
25153,City,82,Country
25159,City,82,Country
25168,City,82,Country
25170,City,82,Country
25181,City,82,Country
25188,City,82,Country
25203,City,82,Country
25205,City,82,Country
25206,City,82,Country
25208,City,82,Country
25239,City,82,Country
25240,City,82,Country
25242,City,82,Country
25258,City,82,Country
25260,City,82,Country
25261,City,82,Country
25266,City,82,Country
25267,City,82,Country
25268,City,82,Country
25276,City,82,Country
25288,City,82,Country
25301,City,82,Country
25302,City,82,Country
25307,City,82,Country
25329,City,82,Country
25319,City,82,Country
25345,City,82,Country
25346,City,82,Country
25347,City,82,Country
25348,City,82,Country
25349,City,82,Country
25354,City,82,Country
25355,City,82,Country
25774,City,82,Country
25387,City,82,Country
25405,City,82,Country
25407,City,82,Country
25408,City,82,Country
25420,City,82,Country
25421,City,82,Country
25426,City,82,Country
25436,City,82,Country
25444,City,82,Country
25449,City,82,Country
25462,City,82,Country
25484,City,82,Country
25494,City,82,Country
25507,City,82,Country
25776,City,82,Country
25537,City,82,Country
25538,City,82,Country
25541,City,82,Country
25779,City,82,Country
25784,City,82,Country
25546,City,82,Country
25550,City,82,Country
25553,City,82,Country
25556,City,82,Country
25557,City,82,Country
25563,City,82,Country
25565,City,82,Country
25588,City,82,Country
25599,City,82,Country
25654,City,82,Country
25657,City,82,Country
25617,City,82,Country
25671,City,82,Country
25700,City,82,Country
25718,City,82,Country
25742,City,82,Country
25743,City,82,Country
25746,City,82,Country
25792,City,82,Country
25754,City,82,Country
25756,City,82,Country
25764,City,82,Country
25765,City,82,Country
25801,City,82,Country
25769,City,82,Country
25824,City,82,Country
25831,City,82,Country
25840,City,82,Country
25865,City,82,Country
25900,City,82,Country
25901,City,82,Country
25916,City,82,Country
25921,City,82,Country
25928,City,82,Country
25965,City,82,Country
25937,City,82,Country
25949,City,82,Country
25952,City,82,Country
26297,City,82,Country
25960,City,82,Country
25968,City,82,Country
25971,City,82,Country
25982,City,82,Country
25987,City,82,Country
25994,City,82,Country
25995,City,82,Country
26003,City,82,Country
26010,City,82,Country
26014,City,82,Country
26019,City,82,Country
26031,City,82,Country
26041,City,82,Country
26044,City,82,Country
26057,City,82,Country
26058,City,82,Country
26060,City,82,Country
26065,City,82,Country
26076,City,82,Country
26086,City,82,Country
26088,City,82,Country
26106,City,82,Country
26112,City,82,Country
26117,City,82,Country
26120,City,82,Country
26138,City,82,Country
26150,City,82,Country
26158,City,82,Country
26160,City,82,Country
26164,City,82,Country
26173,City,82,Country
26299,City,82,Country
26182,City,82,Country
26306,City,82,Country
26191,City,82,Country
26193,City,82,Country
26216,City,82,Country
26242,City,82,Country
26247,City,82,Country
26315,City,82,Country
26256,City,82,Country
26257,City,82,Country
26260,City,82,Country
26266,City,82,Country
26271,City,82,Country
26331,City,82,Country
26332,City,82,Country
26333,City,82,Country
26334,City,82,Country
26344,City,82,Country
26345,City,82,Country
26353,City,82,Country
26357,City,82,Country
26359,City,82,Country
26361,City,82,Country
26366,City,82,Country
26368,City,82,Country
26370,City,82,Country
26376,City,82,Country
26377,City,82,Country
26378,City,82,Country
26380,City,82,Country
26383,City,82,Country
26388,City,82,Country
26391,City,82,Country
26399,City,82,Country
26400,City,82,Country
26416,City,82,Country
26417,City,82,Country
26421,City,82,Country
26425,City,82,Country
26426,City,82,Country
26446,City,82,Country
26466,City,82,Country
26463,City,82,Country
26481,City,82,Country
26506,City,82,Country
26508,City,82,Country
26510,City,82,Country
26514,City,82,Country
26520,City,82,Country
26521,City,82,Country
26551,City,82,Country
26571,City,82,Country
26575,City,82,Country
26587,City,82,Country
26592,City,82,Country
26594,City,82,Country
26598,City,82,Country
26599,City,82,Country
26600,City,82,Country
26603,City,82,Country
26612,City,82,Country
26621,City,82,Country
26622,City,82,Country
26625,City,82,Country
26639,City,82,Country
26654,City,82,Country
26688,City,82,Country
26703,City,82,Country
26709,City,82,Country
26711,City,82,Country
26819,City,82,Country
26821,City,82,Country
26823,City,82,Country
26824,City,82,Country
26831,City,82,Country
26718,City,82,Country
26721,City,82,Country
26724,City,82,Country
26725,City,82,Country
26735,City,82,Country
26741,City,82,Country
26744,City,82,Country
26752,City,82,Country
26768,City,82,Country
26789,City,82,Country
26853,City,82,Country
26856,City,82,Country
26799,City,82,Country
26800,City,82,Country
26859,City,82,Country
26807,City,82,Country
26872,City,82,Country
26876,City,82,Country
26877,City,82,Country
26905,City,82,Country
26906,City,82,Country
26912,City,82,Country
26913,City,82,Country
26916,City,82,Country
26960,City,82,Country
26961,City,82,Country
26963,City,82,Country
26965,City,82,Country
26970,City,82,Country
26975,City,82,Country
26976,City,82,Country
26979,City,82,Country
26981,City,82,Country
26985,City,82,Country
27012,City,82,Country
27014,City,82,Country
27020,City,82,Country
27024,City,82,Country
27025,City,82,Country
27026,City,82,Country
27047,City,82,Country
27051,City,82,Country
27053,City,82,Country
27065,City,82,Country
27070,City,82,Country
27076,City,82,Country
27116,City,82,Country
27124,City,82,Country
27190,City,82,Country
27129,City,82,Country
27193,City,82,Country
27147,City,82,Country
27148,City,82,Country
27197,City,82,Country
27157,City,82,Country
27154,City,82,Country
27199,City,82,Country
27163,City,82,Country
27231,City,82,Country
27232,City,82,Country
27240,City,82,Country
27256,City,82,Country
27259,City,82,Country
27265,City,82,Country
27269,City,82,Country
27283,City,82,Country
27286,City,82,Country
27337,City,82,Country
27338,City,82,Country
27342,City,82,Country
27345,City,82,Country
27346,City,82,Country
27356,City,82,Country
27359,City,82,Country
27369,City,82,Country
27379,City,82,Country
27388,City,82,Country
27406,City,82,Country
27416,City,82,Country
27421,City,82,Country
27429,City,82,Country
27449,City,82,Country
27450,City,82,Country
27444,City,82,Country
27452,City,82,Country
27453,City,82,Country
27463,City,82,Country
27480,City,82,Country
27485,City,82,Country
27556,City,82,Country
27558,City,82,Country
27559,City,82,Country
27573,City,82,Country
27575,City,82,Country
27517,City,82,Country
27528,City,82,Country
27579,City,82,Country
27582,City,82,Country
27531,City,82,Country
27533,City,82,Country
27589,City,82,Country
27595,City,82,Country
27598,City,82,Country
27599,City,82,Country
27600,City,82,Country
27602,City,82,Country
27537,City,82,Country
27606,City,82,Country
27538,City,82,Country
27539,City,82,Country
27619,City,82,Country
27627,City,82,Country
27544,City,82,Country
27546,City,82,Country
27547,City,82,Country
27549,City,82,Country
27635,City,82,Country
27646,City,82,Country
27658,City,82,Country
27659,City,82,Country
27660,City,82,Country
27662,City,82,Country
27663,City,82,Country
27664,City,82,Country
27665,City,82,Country
27666,City,82,Country
27668,City,82,Country
27669,City,82,Country
27670,City,82,Country
27672,City,82,Country
27678,City,82,Country
27705,City,82,Country
27711,City,82,Country
27718,City,82,Country
27717,City,82,Country
27727,City,82,Country
27728,City,82,Country
27733,City,82,Country
27734,City,82,Country
27746,City,82,Country
27747,City,82,Country
27757,City,82,Country
27766,City,82,Country
27768,City,82,Country
27778,City,82,Country
27813,City,82,Country
27844,City,82,Country
27863,City,82,Country
27875,City,82,Country
27876,City,82,Country
27880,City,82,Country
27888,City,82,Country
27921,City,82,Country
27926,City,82,Country
27938,City,82,Country
27940,City,82,Country
27955,City,82,Country
27944,City,82,Country
27968,City,82,Country
27971,City,82,Country
27973,City,82,Country
27983,City,82,Country
27986,City,82,Country
27988,City,82,Country
27989,City,82,Country
27990,City,82,Country
27995,City,82,Country
28004,City,82,Country
28008,City,82,Country
28020,City,82,Country
28022,City,82,Country
28024,City,82,Country
28025,City,82,Country
28026,City,82,Country
28036,City,82,Country
28037,City,82,Country
28040,City,82,Country
28045,City,82,Country
28056,City,82,Country
28060,City,82,Country
28063,City,82,Country
28075,City,82,Country
28085,City,82,Country
28090,City,82,Country
28094,City,82,Country
28096,City,82,Country
28097,City,82,Country
28100,City,82,Country
30545,City,82,Country
30546,City,82,Country
30547,City,82,Country
30548,City,82,Country
28118,City,82,Country
28120,City,82,Country
28129,City,82,Country
28131,City,82,Country
28144,City,82,Country
28148,City,82,Country
28160,City,82,Country
28164,City,82,Country
30549,City,82,Country
30550,City,82,Country
30551,City,82,Country
28177,City,82,Country
28180,City,82,Country
28192,City,82,Country
28201,City,82,Country
28202,City,82,Country
28272,City,82,Country
28276,City,82,Country
28280,City,82,Country
28284,City,82,Country
28289,City,82,Country
28291,City,82,Country
28293,City,82,Country
28294,City,82,Country
28296,City,82,Country
28313,City,82,Country
28320,City,82,Country
28327,City,82,Country
28328,City,82,Country
28335,City,82,Country
28448,City,82,Country
28463,City,82,Country
28470,City,82,Country
28479,City,82,Country
28495,City,82,Country
28498,City,82,Country
28500,City,82,Country
28524,City,82,Country
28536,City,82,Country
28538,City,82,Country
28541,City,82,Country
28553,City,82,Country
28578,City,82,Country
28583,City,82,Country
28596,City,82,Country
28604,City,82,Country
28611,City,82,Country
28613,City,82,Country
28623,City,82,Country
28634,City,82,Country
28636,City,82,Country
28638,City,82,Country
28642,City,82,Country
28651,City,82,Country
28663,City,82,Country
28692,City,82,Country
28694,City,82,Country
28705,City,82,Country
28706,City,82,Country
28716,City,82,Country
28717,City,82,Country
28731,City,82,Country
28734,City,82,Country
28739,City,82,Country
28750,City,82,Country
28807,City,82,Country
28767,City,82,Country
28770,City,82,Country
28771,City,82,Country
28824,City,82,Country
28830,City,82,Country
28833,City,82,Country
28856,City,82,Country
28862,City,82,Country
28866,City,82,Country
28870,City,82,Country
28874,City,82,Country
28879,City,82,Country
28880,City,82,Country
28886,City,82,Country
28887,City,82,Country
28893,City,82,Country
28896,City,82,Country
28897,City,82,Country
28908,City,82,Country
28917,City,82,Country
28919,City,82,Country
28925,City,82,Country
28930,City,82,Country
28949,City,82,Country
28960,City,82,Country
28964,City,82,Country
28976,City,82,Country
28977,City,82,Country
28978,City,82,Country
28983,City,82,Country
29010,City,82,Country
29103,City,82,Country
29013,City,82,Country
29104,City,82,Country
29106,City,82,Country
29108,City,82,Country
29133,City,82,Country
29019,City,82,Country
29021,City,82,Country
29024,City,82,Country
29028,City,82,Country
29031,City,82,Country
29033,City,82,Country
29036,City,82,Country
29037,City,82,Country
29095,City,82,Country
29096,City,82,Country
29047,City,82,Country
29048,City,82,Country
29056,City,82,Country
29065,City,82,Country
29086,City,82,Country
29088,City,82,Country
29092,City,82,Country
29093,City,82,Country
29097,City,82,Country
29141,City,82,Country
29143,City,82,Country
29148,City,82,Country
29157,City,82,Country
29175,City,82,Country
29196,City,82,Country
29201,City,82,Country
29206,City,82,Country
29212,City,82,Country
29226,City,82,Country
29227,City,82,Country
29236,City,82,Country
29238,City,82,Country
29239,City,82,Country
29241,City,82,Country
29245,City,82,Country
29246,City,82,Country
29250,City,82,Country
29493,City,82,Country
29277,City,82,Country
29284,City,82,Country
29291,City,82,Country
29301,City,82,Country
29305,City,82,Country
29334,City,82,Country
29345,City,82,Country
29352,City,82,Country
29360,City,82,Country
29369,City,82,Country
29370,City,82,Country
29381,City,82,Country
29382,City,82,Country
29389,City,82,Country
29394,City,82,Country
29402,City,82,Country
29405,City,82,Country
29409,City,82,Country
29410,City,82,Country
29450,City,82,Country
29432,City,82,Country
29455,City,82,Country
29444,City,82,Country
29445,City,82,Country
29446,City,82,Country
29447,City,82,Country
29466,City,82,Country
29470,City,82,Country
29473,City,82,Country
29477,City,82,Country
29509,City,82,Country
29698,City,82,Country
29514,City,82,Country
29516,City,82,Country
29525,City,82,Country
29526,City,82,Country
29533,City,82,Country
29557,City,82,Country
29558,City,82,Country
29559,City,82,Country
29565,City,82,Country
29610,City,82,Country
29619,City,82,Country
29627,City,82,Country
29628,City,82,Country
29664,City,82,Country
29676,City,82,Country
29681,City,82,Country
29704,City,82,Country
29705,City,82,Country
29690,City,82,Country
29694,City,82,Country
30555,City,82,Country
29712,City,82,Country
29733,City,82,Country
29734,City,82,Country
30559,City,82,Country
29737,City,82,Country
29740,City,82,Country
29742,City,82,Country
29747,City,82,Country
29757,City,82,Country
29758,City,82,Country
29761,City,82,Country
29763,City,82,Country
29764,City,82,Country
29765,City,82,Country
29766,City,82,Country
29772,City,82,Country
29775,City,82,Country
29778,City,82,Country
29790,City,82,Country
29804,City,82,Country
29810,City,82,Country
29828,City,82,Country
29835,City,82,Country
29852,City,82,Country
29853,City,82,Country
29866,City,82,Country
29868,City,82,Country
29888,City,82,Country
29889,City,82,Country
29874,City,82,Country
29894,City,82,Country
29916,City,82,Country
29922,City,82,Country
29923,City,82,Country
29928,City,82,Country
29932,City,82,Country
29940,City,82,Country
29945,City,82,Country
29947,City,82,Country
29954,City,82,Country
29963,City,82,Country
29965,City,82,Country
29968,City,82,Country
29972,City,82,Country
29973,City,82,Country
29985,City,82,Country
30004,City,82,Country
30009,City,82,Country
30026,City,82,Country
30437,City,82,Country
30059,City,82,Country
30061,City,82,Country
30071,City,82,Country
30079,City,82,Country
30081,City,82,Country
30082,City,82,Country
30083,City,82,Country
30092,City,82,Country
30093,City,82,Country
30100,City,82,Country
30101,City,82,Country
30102,City,82,Country
30104,City,82,Country
30108,City,82,Country
30112,City,82,Country
30122,City,82,Country
30113,City,82,Country
30144,City,82,Country
30149,City,82,Country
30158,City,82,Country
30166,City,82,Country
30178,City,82,Country
30188,City,82,Country
30208,City,82,Country
30216,City,82,Country
30218,City,82,Country
30237,City,82,Country
30251,City,82,Country
30257,City,82,Country
30260,City,82,Country
30264,City,82,Country
30273,City,82,Country
30283,City,82,Country
30285,City,82,Country
30298,City,82,Country
30308,City,82,Country
30326,City,82,Country
30330,City,82,Country
30334,City,82,Country
30364,City,82,Country
30374,City,82,Country
30375,City,82,Country
30386,City,82,Country
30397,City,82,Country
30398,City,82,Country
30445,City,82,Country
30452,City,82,Country
30422,City,82,Country
30423,City,82,Country
30460,City,82,Country
30433,City,82,Country
30434,City,82,Country
30463,City,82,Country
30466,City,82,Country
30484,City,82,Country
30487,City,82,Country
30488,City,82,Country
30508,City,82,Country
30530,City,82,Country
30532,City,82,Country
30535,City,82,Country
23466,City,82,Country
23467,City,82,Country
23468,City,82,Country
23474,City,82,Country
23481,City,82,Country
23483,City,82,Country
23484,City,82,Country
23485,City,82,Country
23491,City,82,Country
23496,City,82,Country
23499,City,82,Country
23509,City,82,Country
23510,City,82,Country
23511,City,82,Country
23516,City,82,Country
23518,City,82,Country
23521,City,82,Country
23522,City,82,Country
23524,City,82,Country
23525,City,82,Country
23526,City,82,Country
23527,City,82,Country
23529,City,82,Country
23531,City,82,Country
23536,City,82,Country
23543,City,82,Country
23545,City,82,Country
23546,City,82,Country
23547,City,82,Country
23550,City,82,Country
23558,City,82,Country
23559,City,82,Country
23560,City,82,Country
23583,City,82,Country
23587,City,82,Country
23595,City,82,Country
23599,City,82,Country
23607,City,82,Country
23608,City,82,Country
23610,City,82,Country
23614,City,82,Country
23616,City,82,Country
23618,City,82,Country
23620,City,82,Country
23622,City,82,Country
23630,City,82,Country
23639,City,82,Country
23638,City,82,Country
23641,City,82,Country
23643,City,82,Country
23645,City,82,Country
23646,City,82,Country
23647,City,82,Country
23648,City,82,Country
23649,City,82,Country
23653,City,82,Country
23666,City,82,Country
